iter	RMSE
547	3.658838833
548	3.657662154
549	3.655049257
550	3.651450108
551	3.648310826
552	3.647259991
553	3.644732299
554	3.643951823
555	3.639955096
556	3.637690624
557	3.637518576
558	3.633259849
559	3.633207216
560	3.631435715
561	3.630280699
562	3.62710426
563	3.625882981
564	3.625338708
565	3.622097636
566	3.618512584
567	3.614883723
568	3.612318956
569	3.61115629
570	3.608152724
571	3.607959368
572	3.605765371
573	3.605194694
574	3.601612705
575	3.60146447
576	3.597868739
577	3.59434275
578	3.593574216
579	3.59114851
580	3.590949707
581	3.587893012
582	3.58611829
583	3.581811791
584	3.578959678
585	3.578834513
586	3.575981496
587	3.575183463
588	3.572185871
589	3.568234267
590	3.565099
591	3.561815428
592	3.561279262
593	3.561118256
594	3.559654135
595	3.557740808
596	3.557551558
597	3.555407447
598	3.554892761
599	3.553493378
600	3.550396936
601	3.547714117
602	3.544434784
603	3.542032382
604	3.539270342
605	3.536116961
606	3.532897236
607	3.532323631
608	3.52854461
609	3.526949682
610	3.522972834
611	3.519448315
612	3.517538363
613	3.517224201
614	3.514497442
615	3.512054002
616	3.509065761
617	3.506878476
618	3.504472438
619	3.504287944
620	3.501727959
621	3.498491325
622	3.496050349
623	3.495772322
624	3.492405594
625	3.491336121
626	3.489206019
627	3.487093947
628	3.484449087
629	3.482768539
630	3.482658439
631	3.479863625
632	3.478422002
633	3.477646502
634	3.476244479
635	3.47346422
636	3.472740971
637	3.470386673
638	3.467717557
639	3.467551832
640	3.462835728
641	3.462085313
642	3.45966074
643	3.457007939
644	3.454070935
645	3.449329645
646	3.44631862
647	3.443671024
648	3.440782622
649	3.440647863
650	3.439636913
651	3.436498107
652	3.432991611
653	3.429340162
654	3.427990461
655	3.427893202
656	3.425849473
657	3.425134715
658	3.421350001
659	3.419018837
660	3.417066765
661	3.415908286
662	3.413920019
663	3.410242035
664	3.409185295
665	3.407076372
666	3.40518161
667	3.402093382
668	3.401117774
669	3.398135907
670	3.395788336
671	3.395319151
672	3.393475932
673	3.391194373
674	3.390029196
675	3.386261556
676	3.38300456
677	3.381185255
678	3.37808236
679	3.377948827
680	3.377147942
681	3.374705766
682	3.373673318
683	3.37208839
684	3.370428931
685	3.36974667
686	3.366014423
687	3.362596373
688	3.361921507
689	3.361262863
690	3.357383073
691	3.353337982
692	3.351118754
693	3.350917189
694	3.348056603
695	3.346039376
696	3.345105082
697	3.342509108
698	3.341083222
699	3.339280546
700	3.337117492
701	3.335825804
702	3.334213522
703	3.331266352
704	3.329452564
705	3.326689443
706	3.325081409
707	3.323687899
708	3.321997577
709	3.319413935
710	3.317562171
711	3.316383316
712	3.314036942
713	3.313421918
714	3.310526108
715	3.308218865
716	3.306465262
717	3.305150045
718	3.301765129
719	3.301206103
720	3.299961991
721	3.296388445
722	3.294640938
723	3.291949375
724	3.289476885
725	3.289282942
726	3.286026897
727	3.283752085
728	3.281522523
729	3.278272811
730	3.275474883
731	3.271449669
732	3.271009297
733	3.267555408
734	3.264069301
735	3.263084661
736	3.260845687
737	3.259473906
738	3.259286685
739	3.258811482
740	3.258019901
741	3.255554882
742	3.253124937
743	3.250151764
744	3.250046507
745	3.24850354
746	3.245586383
747	3.244309492
748	3.240188705
749	3.236317807
750	3.234116848
751	3.230636313
752	3.228228813
753	3.22536691
754	3.222423761
755	3.221795329
756	3.218815357
757	3.216725463
758	3.21544632
759	3.214089305
760	3.212519405
761	3.209922094
762	3.207326965
763	3.207243928
764	3.205352419
765	3.202892309
766	3.201030884
767	3.198637808
768	3.196655999
769	3.193940323
770	3.192570045
771	3.191386123
772	3.189830186
773	3.186668069
774	3.183781518
775	3.181913958
776	3.180709647
777	3.177116828
778	3.176607908
779	3.172562329
780	3.171580488
781	3.168243939
782	3.165917637
783	3.163685167
784	3.161721956
785	3.161348179
786	3.160207506
787	3.158247252
788	3.156678199
789	3.155698814
790	3.15503701
791	3.153058493
792	3.151815874
793	3.149032102
794	3.147312114
795	3.147218678
796	3.14476567
797	3.142471037
798	3.139874845
799	3.137179436
800	3.13525776
801	3.135152675
802	3.133694965
803	3.130462219
804	3.126843001
805	3.125178206
806	3.122449182
807	3.120913546
808	3.119354528
809	3.116864216
810	3.115613961
811	3.114349862
812	3.11335318
813	3.112049215
814	3.111054992
815	3.110012273
816	3.108663567
817	3.107382453
818	3.103939442
819	3.103261768
820	3.101618573
821	3.099617566
822	3.098091636
823	3.094822981
824	3.092657832
825	3.091458092
826	3.090112767
827	3.088910686
828	3.085430563
829	3.082956788
830	3.082234814
831	3.081779928
832	3.079135472
833	3.077653221
834	3.075914924
835	3.074047495
836	3.072134858
837	3.068902919
838	3.067881038
839	3.065647349
840	3.064662135
841	3.060932661
842	3.058039753
843	3.055076696
844	3.052565026
845	3.050262724
846	3.048606831
847	3.04788644
848	3.045637597
849	3.04315138
850	3.042528589
851	3.040423971
852	3.03854067
853	3.037577523
854	3.035460453
855	3.032649696
856	3.031605928
857	3.030936484
858	3.030406288
859	3.027379008
860	3.025938348
861	3.025343468
862	3.024674423
863	3.023825947
864	3.02191972
865	3.021823269
866	3.019944267
867	3.019173561
868	3.01742709
869	3.016898822
870	3.013736648
871	3.010216342
872	3.007656416
873	3.00590955
874	3.002117744
875	2.999738428
876	2.999393808
877	2.998890269
878	2.997258926
879	2.996298567
880	2.993162026
881	2.991111436
882	2.990030499
883	2.988531342
884	2.985496455
885	2.983050749
886	2.982368561
887	2.98167211
888	2.980780741
889	2.978203888
890	2.974088009
891	2.973936542
892	2.971081026
893	2.969835988
894	2.96891966
895	2.967585657
896	2.96673609
897	2.964302858
898	2.962586364
899	2.962453821
900	2.961009051
901	2.960899563
902	2.960122943
903	2.958941062
904	2.958413607
905	2.957988694
906	2.957478862
907	2.95736553
908	2.956362634
909	2.953878909
910	2.953334452
911	2.952835104
912	2.952113525
913	2.949887946
914	2.948943191
915	2.945841265
916	2.945218615
917	2.944565499
918	2.944431694
919	2.942936897
920	2.942312772
921	2.941390211
922	2.939550243
923	2.936845736
924	2.936066064
925	2.934466034
926	2.931007072
927	2.930689046
928	2.928253797
929	2.928165766
930	2.926399733
931	2.923619847
932	2.922158722
933	2.920028352
934	2.917494057
935	2.915069689
936	2.914240375
937	2.913664845
938	2.913530468
939	2.913019704
940	2.912100496
941	2.909705552
942	2.908677873
943	2.905249682
944	2.904469267
945	2.901261777
946	2.900698298
947	2.898564328
948	2.896793161
949	2.895990993
950	2.89450519
951	2.893173766
952	2.892135012
953	2.889281248
954	2.887393537
955	2.886494115
956	2.885706064
957	2.884388522
958	2.88316784
959	2.880521414
960	2.877146318
961	2.876031483
962	2.875491148
963	2.873813581
964	2.872837248
965	2.870455939
966	2.869988358
967	2.867690399
968	2.867357605
969	2.866208765
970	2.865498557
971	2.8638338
972	2.861188371
973	2.860382949
974	2.858243224
975	2.855996134
976	2.853408296
977	2.851995656
978	2.849597342
979	2.846989795
980	2.846224064
981	2.84540708
982	2.843240645
983	2.840779643
984	2.839529384
985	2.839031412
986	2.835503045
987	2.835395564
988	2.833418738
989	2.832368384
990	2.831878924
991	2.829432257
992	2.828207376
993	2.827624695
994	2.827000603
995	2.826913686
996	2.826808453
997	2.824782724
998	2.823781034
999	2.822823762
